id,completion_date,group,user,job_id,tool,host,duration,queue_time,status,resources1,resources2,resources3,resources4,resources5
44350,16/07/2023 18:06:03,/proj/vm.evyatarc,evyatarc,6215254,vm_remote_job2,hl-xn124,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44351,16/07/2023 18:06:03,/proj/vm.evyatarc,evyatarc,6215256,vm_remote_job2,hl-xn126,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44352,16/07/2023 18:06:05,/proj/vm.evyatarc,evyatarc,6215258,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44353,16/07/2023 18:06:05,/proj/vm.evyatarc,evyatarc,6215264,vm_remote_job2,hl-xn126,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44354,16/07/2023 18:06:06,/proj/vm.evyatarc,evyatarc,6215260,vm_remote_job2,hl-xn121,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44355,16/07/2023 18:06:06,/proj/vm.evyatarc,evyatarc,6215266,vm_remote_job2,hl-xn121,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44356,16/07/2023 18:06:07,/proj/vm.evyatarc,evyatarc,6215270,vm_remote_job2,hl-xn134,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44357,16/07/2023 18:06:07,/proj/vm.evyatarc,evyatarc,6215268,vm_remote_job2,hl-xn134,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44358,16/07/2023 18:06:07,/proj/vm.evyatarc,evyatarc,6215262,vm_remote_job2,hl-xn134,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44359,16/07/2023 18:06:09,/proj/vm.evyatarc,evyatarc,6215272,vm_remote_job2,hl-xn126,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44360,16/07/2023 18:06:12,/proj/vm.yasmineh,yasmineh,6214731,vm_remote_job2,hl-xn137,8m03s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44361,16/07/2023 18:06:17,/proj/vm.evyatarc,evyatarc,6215274,vm_remote_job2,hl-xn124,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44362,16/07/2023 18:06:17,/proj/vm.evyatarc,evyatarc,6215276,vm_remote_job2,hl-xn126,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44363,16/07/2023 18:06:18,/proj/vm.evyatarc,evyatarc,6215278,vm_remote_job2,hl-xn126,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44364,16/07/2023 18:06:19,/proj/vm.evyatarc,evyatarc,6215280,vm_remote_job2,hl-xn121,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44365,16/07/2023 18:06:21,/proj/vm.evyatarc,evyatarc,6215284,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44366,16/07/2023 18:06:23,/proj/vm.evyatarc,evyatarc,6215282,vm_remote_job2,hl-xn121,17s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44367,16/07/2023 18:06:23,/proj/vm.evyatarc,evyatarc,6215286,vm_remote_job2,hl-xn134,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44368,16/07/2023 18:06:24,/proj/vm.evyatarc,evyatarc,6215290,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44369,16/07/2023 18:06:24,/proj/vm.evyatarc,evyatarc,6215288,vm_remote_job2,hl-xn126,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44370,16/07/2023 18:06:26,/proj/vm.evyatarc,evyatarc,6215294,vm_remote_job2,hl-xn134,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44371,16/07/2023 18:06:29,/proj/vm.yasmineh,yasmineh,6215144,vm_remote_job2,hl-xn127,1m56s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44372,16/07/2023 18:06:30,/proj/vm.evyatarc,evyatarc,6215298,vm_remote_job2,hl-xn126,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44373,16/07/2023 18:06:31,/proj/vm.evyatarc,evyatarc,6215300,vm_remote_job2,hl-xn126,11s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44374,16/07/2023 18:06:32,/proj/vm.evyatarc,evyatarc,6215296,vm_remote_job2,hl-xn124,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44375,16/07/2023 18:06:52,/proj/vm.yasmineh,yasmineh,6214992,vm_remote_job2,hl-xn137,3m47s,6s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44376,16/07/2023 18:06:55,/proj/vm.yasmineh,yasmineh,6214745,vm_remote_job2,hl-xn137,8m17s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44377,16/07/2023 18:07:01,/proj/vm.sharonr,sharonr,6214796,vm_remote_job2,hl-xn134,6m53s,6s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44378,16/07/2023 18:07:06,/proj/users.evyatarc,evyatarc,6215302,vm_remote_job2,hl-xn126,34s,0s,Done,linux64,RAM/1024,CORES/1,,
44379,16/07/2023 18:07:40,/proj/vm.sharonr,sharonr,6214682,vm_remote_job2,hl-xn134,11m31s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44380,16/07/2023 18:07:51,/proj/vm.sharonr,sharonr,6214733,vm_remote_job2,hl-xn134,9m32s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44381,16/07/2023 18:07:55,/proj/vm.sharonr,sharonr,6214707,vm_remote_job2,hl-xn134,10m57s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44382,16/07/2023 18:08:13,/proj/vm.moshez,moshez,6215138,vm_remote_job2,hl-xn134,3m42s,0s,Done,CORES/1,RAM/512,,,
44383,16/07/2023 18:08:44,/time/users.netaneld,netaneld,6213125,simvision,hl-xn126,2h35m,0s,Done,CORES/0,RAM/1024,License:Affirma_sim_analysis_env#1,,
44384,16/07/2023 18:09:02,/proj/vm.yasmineh,yasmineh,6215130,vm_remote_job2,hl-xn134,4m34s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44385,16/07/2023 18:09:43,/proj/users.ofirf,ofirf,6214517,xrun,hl-xn134,22m35s,27s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ofirf#1,
44386,16/07/2023 18:09:46,/proj/users.netaneld,netaneld,6214584,xrun,hl-xn137,18m46s,13s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
44387,16/07/2023 18:09:59,/proj/vm.yasmineh,yasmineh,6215118,vm_remote_job2,hl-xn127,5m35s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44388,16/07/2023 18:10:05,/proj/vm.sharonr,sharonr,6214804,vm_remote_job2,hl-xn134,7m12s,2m41s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44389,16/07/2023 18:10:12,/proj/vm.sharonr,sharonr,6214762,vm_remote_job2,hl-xn137,10m53s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44390,16/07/2023 18:10:17,/proj/vm.yasmineh,yasmineh,6215306,vm_remote_job2,hl-xn126,3m44s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44391,16/07/2023 18:10:49,/proj/vm.yasmineh,yasmineh,6214818,vm_remote_job2,hl-xn137,7m46s,2m33s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44392,16/07/2023 18:11:21,/proj/vm.yasmineh,yasmineh,6214808,vm_remote_job2,hl-xn121,8m19s,2m44s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44393,16/07/2023 18:11:31,/proj/vm.yasmineh,yasmineh,6215008,vm_remote_job2,hl-xn137,8m16s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44394,16/07/2023 18:11:36,/proj/users.yuvaly,yuvaly,6215225,xrun,hl-xn127,6m07s,0s,Failed,CORES/1,RAM/10000,,,
44395,16/07/2023 18:11:51,/proj/vm.yasmineh,yasmineh,6215349,vm_remote_job2,hl-xn134,16s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44396,16/07/2023 18:11:55,/proj/vm.yasmineh,yasmineh,6215308,vm_remote_job2,hl-xn121,5m03s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44397,16/07/2023 18:11:56,/proj/vm.yasmineh,yasmineh,6215236,vm_remote_job2,hl-xn127,6m22s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44398,16/07/2023 18:12:09,/proj/vm.yasmineh,yasmineh,6215327,vm_remote_job2,hl-xn126,1m52s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44399,16/07/2023 18:12:27,/proj/vm.itayg,itayg,6214307,vm_remote_job2,hl-xn126,33m32s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,License:VIP_USB31#1,License:MM_lpddr4#1
44400,16/07/2023 18:12:44,/proj/vm.yasmineh,yasmineh,6215310,vm_remote_job2,hl-xn134,5m45s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44401,16/07/2023 18:13:00,/proj/vm.moshez,moshez,6214881,vm_remote_job2,hl-xn134,11m27s,1s,Done,CORES/1,RAM/10000,,,
44402,16/07/2023 18:13:01,/proj/vm.moshez,moshez,6214891,vm_remote_job2,hl-xn126,11m26s,3s,Done,CORES/1,RAM/10000,,,
44403,16/07/2023 18:13:02,/proj/users.netaneld,netaneld,6215329,vmanager,hl-xn134,2m28s,0s,Done,CORES/1,RAM/1536,,,
44404,16/07/2023 18:13:24,/proj/vm.yasmineh,yasmineh,6215292,vm_remote_job2,hl-xn134,7m12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44405,16/07/2023 18:13:28,/proj/vm.moshez,moshez,6214885,vm_remote_job2,hl-xn124,11m54s,2s,Done,CORES/1,RAM/10000,,,
44406,16/07/2023 18:14:22,/proj/users.netaneld,netaneld,6215379,vmanager,hl-xn134,39s,0s,Done,CORES/1,RAM/1536,,,
44407,16/07/2023 18:14:26,/proj/vm.yasmineh,yasmineh,6215347,vm_remote_job2,hl-xn121,3m05s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44408,16/07/2023 18:14:44,/proj/vm.moshez,moshez,6214875,vm_remote_job2,hl-xn121,13m12s,0s,Done,CORES/1,RAM/10000,,,
44409,16/07/2023 18:14:48,/proj/users.netaneld,netaneld,6215320,xrun,hl-xn134,4m56s,0s,Done,CORES/1,RAM/10000,,,
44410,16/07/2023 18:14:49,/proj/vm.yasmineh,yasmineh,6215333,vm_remote_job2,hl-xn134,4m00s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44411,16/07/2023 18:15:19,/proj/vm.yasmineh,yasmineh,6215325,vm_remote_job2,hl-xn127,5m17s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44412,16/07/2023 18:15:27,/proj/vm.yasmineh,yasmineh,6215353,vm_remote_job2,hl-xn121,3m31s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44413,16/07/2023 18:16:01,/proj/users.evyatarc,evyatarc,6215407,vmanager,hl-xn134,14s,0s,Done,CORES/1,RAM/1536,,,
44414,16/07/2023 18:16:20,/proj/vm.sharonr,sharonr,6214913,vm_remote_job2,hl-xn137,13m19s,1m13s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44415,16/07/2023 18:16:35,/proj/users.sharonr,sharonr,6215416,vm_remote_job2,hl-xn137,15s,0s,Done,linux64,RAM/1024,CORES/1,,
44416,16/07/2023 18:16:58,/proj/vm.yasmineh,yasmineh,6215363,vm_remote_job2,hl-xn134,4m13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44417,16/07/2023 18:17:03,/proj/vm.yasmineh,yasmineh,6215316,vm_remote_job2,hl-xn126,8m01s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44418,16/07/2023 18:17:10,/proj/vm.yasmineh,yasmineh,6215120,vm_remote_job2,hl-xn127,12m46s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44419,16/07/2023 18:17:23,/proj/vm.yasmineh,yasmineh,6215355,vm_remote_job2,hl-xn127,5m24s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44420,16/07/2023 18:18:02,/proj/vm.yasmineh,yasmineh,6214197,vm_remote_job2,hl-xn121,44m21s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44421,16/07/2023 18:18:14,/proj/vm.evyatarc,evyatarc,6215412,vm_remote_job2,hl-xn134,2m01s,0s,Done,CORES/1,RAM/512,,,
44422,16/07/2023 18:18:41,/proj/vm.yasmineh,yasmineh,6215357,vm_remote_job2,hl-xn126,6m32s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44423,16/07/2023 18:19:16,/proj/vm.evyatarc,evyatarc,6215442,vm_remote_job2,hl-xn137,1m01s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44424,16/07/2023 18:19:24,/proj/vm.evyatarc,evyatarc,6215430,vm_remote_job2,hl-xn134,1m10s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44425,16/07/2023 18:19:27,/proj/vm.evyatarc,evyatarc,6215440,vm_remote_job2,hl-xn134,1m12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44426,16/07/2023 18:19:40,/proj/vm.evyatarc,evyatarc,6215436,vm_remote_job2,hl-xn134,1m25s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44427,16/07/2023 18:19:43,/proj/vm.evyatarc,evyatarc,6215446,vm_remote_job2,hl-xn126,1m27s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44428,16/07/2023 18:19:49,/proj/users.evyatarc,evyatarc,6215460,vmanager,hl-xn134,17s,0s,Done,CORES/1,RAM/1536,,,
44429,16/07/2023 18:19:50,/proj/vm.yasmineh,yasmineh,6215424,vm_remote_job2,hl-xn127,2m37s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44430,16/07/2023 18:20:01,/proj/vm.evyatarc,evyatarc,6215444,vm_remote_job2,hl-xn127,1m46s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44431,16/07/2023 18:20:18,/proj/vm.yasmineh,yasmineh,6215420,vm_remote_job2,hl-xn134,3m17s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44432,16/07/2023 18:20:19,/proj/vm.evyatarc,evyatarc,6215450,vm_remote_job2,hl-xn124,2m03s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44433,16/07/2023 18:20:31,/proj/vm.moshez,moshez,6215312,vm_remote_job2,hl-xn126,12m18s,0s,Done,CORES/1,RAM/8000,,,
44434,16/07/2023 18:20:37,/proj/vm.evyatarc,evyatarc,6215438,vm_remote_job2,hl-xn137,2m22s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44435,16/07/2023 18:20:41,/proj/vm.evyatarc,evyatarc,6215434,vm_remote_job2,hl-xn137,2m26s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44436,16/07/2023 18:21:11,/proj/vm.evyatarc,evyatarc,6215448,vm_remote_job2,hl-xn121,2m55s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44437,16/07/2023 18:21:41,/proj/vm.yasmineh,yasmineh,6215387,vm_remote_job2,hl-xn121,7m14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44438,16/07/2023 18:21:43,/proj/vm.evyatarc,evyatarc,6215454,vm_remote_job2,hl-xn137,2m27s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44439,16/07/2023 18:21:51,/proj/vm.evyatarc,evyatarc,6215456,vm_remote_job2,hl-xn134,2m23s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44440,16/07/2023 18:21:52,/proj/vm.yasmineh,yasmineh,6215393,vm_remote_job2,hl-xn134,7m00s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44441,16/07/2023 18:21:54,/proj/vm.yasmineh,yasmineh,6215373,vm_remote_job2,hl-xn134,8m27s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44442,16/07/2023 18:22:01,/proj/vm.evyatarc,evyatarc,6215473,vm_remote_job2,hl-xn137,2m03s,0s,Done,CORES/1,RAM/512,,,
44443,16/07/2023 18:22:02,/proj/vm.evyatarc,evyatarc,6215458,vm_remote_job2,hl-xn134,2m34s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44444,16/07/2023 18:22:16,/proj/vm.evyatarc,evyatarc,6215519,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44445,16/07/2023 18:22:16,/proj/vm.evyatarc,evyatarc,6215525,vm_remote_job2,hl-xn137,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44446,16/07/2023 18:22:16,/proj/vm.evyatarc,evyatarc,6215513,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44447,16/07/2023 18:22:16,/proj/vm.evyatarc,evyatarc,6215511,vm_remote_job2,hl-xn137,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44448,16/07/2023 18:22:17,/proj/vm.evyatarc,evyatarc,6215529,vm_remote_job2,hl-xn137,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44449,16/07/2023 18:22:17,/proj/vm.evyatarc,evyatarc,6215515,vm_remote_job2,hl-xn137,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44450,16/07/2023 18:22:17,/proj/vm.evyatarc,evyatarc,6215517,vm_remote_job2,hl-xn134,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44451,16/07/2023 18:22:17,/proj/vm.evyatarc,evyatarc,6215521,vm_remote_job2,hl-xn137,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44452,16/07/2023 18:22:18,/proj/vm.evyatarc,evyatarc,6215523,vm_remote_job2,hl-xn134,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44453,16/07/2023 18:22:18,/proj/vm.evyatarc,evyatarc,6215527,vm_remote_job2,hl-xn134,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44454,16/07/2023 18:22:20,/proj/vm.evyatarc,evyatarc,6215465,vm_remote_job2,hl-xn134,2m40s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44455,16/07/2023 18:22:22,/proj/vm.yasmineh,yasmineh,6215469,vm_remote_job2,hl-xn127,2m32s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44456,16/07/2023 18:22:28,/proj/vm.evyatarc,evyatarc,6215533,vm_remote_job2,hl-xn137,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44457,16/07/2023 18:22:30,/proj/vm.evyatarc,evyatarc,6215537,vm_remote_job2,hl-xn137,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44458,16/07/2023 18:22:30,/proj/vm.evyatarc,evyatarc,6215535,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44459,16/07/2023 18:22:30,/proj/vm.evyatarc,evyatarc,6215541,vm_remote_job2,hl-xn137,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44460,16/07/2023 18:22:31,/proj/vm.evyatarc,evyatarc,6215539,vm_remote_job2,hl-xn137,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44461,16/07/2023 18:22:31,/proj/vm.evyatarc,evyatarc,6215543,vm_remote_job2,hl-xn134,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44462,16/07/2023 18:22:33,/proj/vm.evyatarc,evyatarc,6215545,vm_remote_job2,hl-xn134,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44463,16/07/2023 18:22:33,/proj/vm.evyatarc,evyatarc,6215549,vm_remote_job2,hl-xn137,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44464,16/07/2023 18:22:33,/proj/vm.evyatarc,evyatarc,6215547,vm_remote_job2,hl-xn134,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44465,16/07/2023 18:22:34,/proj/vm.evyatarc,evyatarc,6215551,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44466,16/07/2023 18:22:42,/proj/vm.evyatarc,evyatarc,6215467,vm_remote_job2,hl-xn126,2m59s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44467,16/07/2023 18:22:44,/proj/vm.yasmineh,yasmineh,6215422,vm_remote_job2,hl-xn126,5m38s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44468,16/07/2023 18:22:44,/proj/vm.evyatarc,evyatarc,6215561,vm_remote_job2,hl-xn137,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44469,16/07/2023 18:22:45,/proj/vm.evyatarc,evyatarc,6215559,vm_remote_job2,hl-xn137,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44470,16/07/2023 18:22:45,/proj/vm.evyatarc,evyatarc,6215557,vm_remote_job2,hl-xn137,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44471,16/07/2023 18:22:45,/proj/vm.evyatarc,evyatarc,6215565,vm_remote_job2,hl-xn137,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44472,16/07/2023 18:22:46,/proj/vm.evyatarc,evyatarc,6215563,vm_remote_job2,hl-xn134,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44473,16/07/2023 18:22:47,/proj/vm.moshez,moshez,6215365,vm_remote_job2,hl-xn134,9m47s,0s,Done,CORES/1,RAM/10000,,,
44474,16/07/2023 18:22:48,/proj/vm.evyatarc,evyatarc,6215567,vm_remote_job2,hl-xn134,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44475,16/07/2023 18:22:48,/proj/vm.evyatarc,evyatarc,6215571,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44476,16/07/2023 18:22:48,/proj/vm.evyatarc,evyatarc,6215569,vm_remote_job2,hl-xn137,15s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44477,16/07/2023 18:22:48,/proj/vm.evyatarc,evyatarc,6215573,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44478,16/07/2023 18:22:49,/proj/vm.evyatarc,evyatarc,6215575,vm_remote_job2,hl-xn134,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44479,16/07/2023 18:22:50,/proj/vm.evyatarc,evyatarc,6215479,vm_remote_job2,hl-xn124,2m31s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44480,16/07/2023 18:22:54,/proj/vm.evyatarc,evyatarc,6215477,vm_remote_job2,hl-xn127,2m52s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44481,16/07/2023 18:22:57,/proj/vm.evyatarc,evyatarc,6215585,vm_remote_job2,hl-xn137,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44482,16/07/2023 18:22:58,/proj/vm.evyatarc,evyatarc,6215583,vm_remote_job2,hl-xn137,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44483,16/07/2023 18:23:02,/proj/vm.evyatarc,evyatarc,6215487,vm_remote_job2,hl-xn137,2m22s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44484,16/07/2023 18:23:02,/proj/vm.evyatarc,evyatarc,6215587,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44485,16/07/2023 18:23:03,/proj/vm.evyatarc,evyatarc,6215589,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44486,16/07/2023 18:23:05,/proj/vm.evyatarc,evyatarc,6215597,vm_remote_job2,hl-xn137,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44487,16/07/2023 18:23:05,/proj/vm.evyatarc,evyatarc,6215595,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44488,16/07/2023 18:23:05,/proj/vm.evyatarc,evyatarc,6215593,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44489,16/07/2023 18:23:06,/proj/vm.evyatarc,evyatarc,6215601,vm_remote_job2,hl-xn137,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44490,16/07/2023 18:23:06,/proj/vm.evyatarc,evyatarc,6215599,vm_remote_job2,hl-xn134,14s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44491,16/07/2023 18:23:07,/proj/vm.moshez,moshez,6215389,vm_remote_job2,hl-xn121,8m20s,0s,Done,CORES/1,RAM/10000,,,
44492,16/07/2023 18:23:11,/proj/vm.evyatarc,evyatarc,6215609,vm_remote_job2,hl-xn137,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44493,16/07/2023 18:23:13,/proj/vm.evyatarc,evyatarc,6215611,vm_remote_job2,hl-xn137,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44494,16/07/2023 18:23:14,/proj/vm.evyatarc,evyatarc,6215579,vm_remote_job2,hl-xn126,30s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44495,16/07/2023 18:23:18,/proj/vm.evyatarc,evyatarc,6215619,vm_remote_job2,hl-xn134,13s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44496,16/07/2023 18:23:19,/proj/vm.evyatarc,evyatarc,6215629,vm_remote_job2,hl-xn137,11s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
44497,16/07/2023 18:23:19,/proj/vm.evyatarc,evyatarc,6215623,vm_remote_job2,hl-xn134,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
